,Title,Studio_Abbreviation,Worldwide_Gross,Domestic_Gross,Domestic_Share,Overseas_Gross,Overseas_Share,Year_x,Genre,IMDB_Score,Metascore,Votes,Subgenre1,Subgrene2,Subgrene3
194,The Huntsman: Winter's War,Uni.,165,48.4,29.3,116.6,70.7,2016,"Action, Adventure, Drama",6.1,35,86269,Action, Adventure, Drama
195,Jack Reacher: Never Go Back,Par.,162.1,58.7,36.2,103.4,63.8,2016,"Action, Thriller",6.1,47,119412,Action, Thriller,
196,Don't Breathe,SGem,157.1,89.2,56.8,67.9,43.2,2016,"Crime, Horror, Thriller",7.1,71,182799,Crime, Horror, Thriller
197,The Accountant,WB,155.2,86.3,55.6,68.9,44.4,2016,"Action, Crime, Drama",7.3,51,229829,Action, Crime, Drama
198,Gods of Egypt,LG/S,150.7,31.2,20.7,119.5,79.3,2016,"Action, Adventure, Fantasy",5.4,25,93553,Action, Adventure, Fantasy
199,Lights Out,WB (NL),148.9,67.3,45.2,81.6,54.8,2016,"Drama, Horror, Mystery",6.3,58,98502,Drama, Horror, Mystery
200,Sausage Party,Sony,140.7,97.7,69.4,43,30.6,2016,"Animation, Adventure, Comedy",6.2,66,156860,Animation, Adventure, Comedy
201,Lion,Wein.,140.3,51.7,36.9,88.6,63.1,2016,"Biography, Drama",8.1,69,178018,Biography, Drama,
202,Ride Along 2,Uni.,124.6,91.2,73.2,33.4,26.8,2016,"Action, Comedy",5.9,32,47869,Action, Comedy,
203,Deepwater Horizon,LG/S,121.8,61.4,50.4,60.4,49.6,2016,"Action, Drama, History",7.1,68,131191,Action, Drama, History
204,Allied,Par.,119.5,40.1,33.5,79.4,66.5,2016,"Action, Drama, Romance",7.1,60,123371,Action, Drama, Romance
205,The Shallows,Sony,119.1,55.1,46.3,64,53.7,2016,"Drama, Horror, Thriller",6.3,59,104920,Drama, Horror, Thriller
206,The Purge: Election Year,Uni.,118.6,79.2,66.8,39.4,33.2,2016,"Action, Horror, Sci-Fi",6,55,78891,Action, Horror, Sci-Fi
207,Why Him?,Fox,118.1,60.3,51.1,57.8,48.9,2016,Comedy,6.2,39,88160,Comedy,,
208,Office Christmas Party,Par.,114.5,54.8,47.8,59.7,52.2,2016,Comedy,5.8,42,58417,Comedy,,
209,How to Be Single,WB (NL),112.3,46.8,41.7,65.5,58.3,2016,"Comedy, Drama, Romance",6.1,51,73392,Comedy, Drama, Romance
210,10 Cloverfield Lane,Par.,110.2,72.1,65.4,38.1,34.6,2016,"Drama, Horror, Mystery",7.2,76,256869,Drama, Horror, Mystery
211,The 5th Wave,Sony,109.9,34.9,31.8,75,68.2,2016,"Action, Adventure, Drama",5.2,33,89589,Action, Adventure, Drama
212,Neighbors 2: Sorority Rising,Uni.,108,55.5,51.3,52.6,48.7,2016,Comedy,5.7,58,100882,Comedy,,
213,Dirty Gr&pa,LGF,94.1,35.6,37.8,58.5,62.2,2016,Comedy,5.9,21,99584,Comedy,,
214,Money Monster,TriS,93.3,41,44,52.3,56,2016,"Crime, Drama, Thriller",6.5,55,85314,Crime, Drama, Thriller
215,My Big Fat Greek Wedding 2,Uni.,88.9,59.7,67.1,29.2,32.9,2016,"Comedy, Romance",6,37,25616,Comedy, Romance,
216,Collateral Beauty,WB (NL),88.5,31,35,57.5,65,2016,"Drama, Romance",6.8,23,77273,Drama, Romance,
217,War Dogs,WB,86.2,43,49.9,43.2,50.1,2016,"Comedy, Crime, Drama",7.1,57,151076,Comedy, Crime, Drama
218,Nerve,LGF,85.2,38.6,45.3,46.7,54.7,2016,"Action, Adventure, Crime",6.6,58,101043,Action, Adventure, Crime
219,Ouija: Origin of Evil,Uni.,81.7,35.1,43,46.6,57,2016,"Drama, Horror, Mystery",6.1,65,46232,Drama, Horror, Mystery
220,Manchester by the Sea,RAtt.,79,47.7,60.4,31.3,39.6,2016,Drama,7.8,96,210744,Drama,,
221,The Boss,Uni.,78.8,63.3,80.3,15.6,19.7,2016,Comedy,5.4,40,38532,Comedy,,
222,Mike & Dave Need Wedding Dates,Fox,77.1,46,59.7,31.1,40.3,2016,"Adventure, Comedy, Romance",6,51,73757,Adventure, Comedy, Romance
223,Boo! A Madea Halloween,LGF,74.8,73.2,97.8,1.6,2.2,2016,"Comedy, Drama, Horror",4.6,30,6751,Comedy, Drama, Horror
224,Miracles from Heaven,TriS,73.9,61.7,83.5,12.2,16.5,2016,"Biography, Drama, Family",7.1,44,17152,Biography, Drama, Family
225,Kubo & the Two Strings,Focus,69.9,48,68.7,21.9,31.3,2016,"Animation, Action, Adventure",7.8,84,103635,Animation, Action, Adventure
226,Fences,Par.,64.4,57.7,89.5,6.7,10.5,2016,Drama,7.2,79,85026,Drama,,
227,"Hail, Caesar!",Uni.,63.6,30.5,47.9,33.1,52.1,2016,"Comedy, Drama, Music",6.3,72,110027,Comedy, Drama, Music
228,The Nice Guys,WB,62.8,36.3,57.8,26.5,42.2,2016,"Action, Comedy, Crime",7.4,70,235700,Action, Comedy, Crime
229,Zool&er 2,Par.,56.7,28.8,50.9,27.9,49.1,2016,Comedy,4.7,34,59309,Comedy,,
230,Barbershop: The Next Cut,WB (NL),55,54,98.2,1,1.8,2016,"Comedy, Drama",5.9,67,13160,Comedy, Drama,
231,The Finest Hours,BV,52.1,27.6,52.9,24.5,47.1,2016,"Action, Drama, History",6.8,58,55353,Action, Drama, History
232,Patriots Day,LGF,50.5,31.9,63.1,18.7,36.9,2016,"Action, Crime, Drama",7.4,69,74673,Action, Crime, Drama
233,Florence Foster Jenkins,Par.,48.9,27.4,56,21.5,44,2016,"Biography, Comedy, Drama",6.8,71,44316,Biography, Comedy, Drama
234,Mother's Day,ORF,48.4,32.5,67.1,15.9,32.9,2016,"Comedy, Drama, Romance",5.7,18,28137,Comedy, Drama, Romance
235,Risen,Sony,46.1,36.9,80.1,9.2,19.9,2016,"Action, Adventure, Drama",6.3,51,22194,Action, Adventure, Drama
236,Almost Christmas,Uni.,42.6,42.2,99,422,1,2016,"Comedy, Drama",6.1,55,5153,Comedy, Drama,
237,Hell or High Water,LGF,37.9,27,71.3,10.9,28.7,2016,"Action, Crime, Drama",7.6,88,172398,Action, Crime, Drama
238,The Forest,Focus,37.6,26.6,70.7,11,29.3,2016,"Horror, Mystery, Thriller",4.8,34,36009,Horror, Mystery, Thriller
239,When the Bough Breaks,SGem,30.7,29.7,97,911,3,2016,"Crime, Drama, Horror",5,28,4606,Crime, Drama, Horror
240,Star Wars: The Force Awakens,BV,2068.2,936.7,45.3,1131.6,54.7,2015,"Action, Adventure, Fantasy",8,81,775918,Action, Adventure, Fantasy
241,Jurassic World,Uni.,1671.7,652.3,39,1019.4,61,2015,"Action, Adventure, Sci-Fi",7,59,532709,Action, Adventure, Sci-Fi
242,Furious 7,Uni.,1516,353,23.3,1163,76.7,2015,"Action, Crime, Thriller",7.2,67,332098,Action, Crime, Thriller
243,Avengers: Age of Ultron,BV,1405.4,459,32.7,946.4,67.3,2015,"Action, Adventure, Sci-Fi",7.4,66,638954,Action, Adventure, Sci-Fi
244,Minions,Uni.,1159.4,336,29,823.4,71,2015,"Animation, Action, Adventure",6.4,56,191109,Animation, Action, Adventure
245,Spectre,Sony,880.7,200.1,22.7,680.6,77.3,2015,"Action, Adventure, Thriller",6.8,60,348920,Action, Adventure, Thriller
246,Inside Out,BV,857.6,356.5,41.6,501.1,58.4,2015,"Animation, Adventure, Comedy",8.2,94,526058,Animation, Adventure, Comedy
247,Mission: Impossible - Rogue Nation,Par.,682.7,195,28.6,487.7,71.4,2015,"Action, Adventure, Thriller",7.4,75,307487,Action, Adventure, Thriller
248,The Hunger Games: Mockingjay - Part 2,LGF,653.4,281.7,43.1,371.7,56.9,2015,"Action, Adventure, Sci-Fi",6.6,65,247661,Action, Adventure, Sci-Fi
249,The Martian,Fox,630.2,228.4,36.2,401.7,63.8,2015,"Adventure, Drama, Sci-Fi",8,80,668335,Adventure, Drama, Sci-Fi
250,Fifty Shades of Grey,Uni.,571,166.2,29.1,404.8,70.9,2015,"Drama, Romance, Thriller",4.1,46,276206,Drama, Romance, Thriller
251,The Revenant,Fox,533,183.6,34.5,349.3,65.5,2015,"Action, Adventure, Biography",8,76,609352,Action, Adventure, Biography
252,Ant-Man,BV,519.3,180.2,34.7,339.1,65.3,2015,"Action, Adventure, Comedy",7.3,64,481925,Action, Adventure, Comedy
253,Hotel Transylvania 2,Sony,474.8,169.7,35.7,305.1,64.3,2015,"Animation, Comedy, Family",6.7,44,91116,Animation, Comedy, Family
254,San Andreas,WB (NL),474,155.2,32.7,318.8,67.3,2015,"Action, Adventure, Drama",6.1,43,190148,Action, Adventure, Drama
255,Kingsman: The Secret Service,Fox,414.4,128.3,31,286.1,69,2015,"Action, Adventure, Comedy",7.7,60,537150,Action, Adventure, Comedy
256,Mad Max: Fury Road,WB,378.4,153.6,40.6,224.8,59.4,2015,"Action, Adventure, Sci-Fi",8.1,90,768429,Action, Adventure, Sci-Fi
257,The Good Dinosaur,BV,332.2,123.1,37.1,209.1,62.9,2015,"Animation, Adventure, Comedy",6.7,66,90436,Animation, Adventure, Comedy
258,Taken 3,Fox,326.5,89.3,27.3,237.2,72.7,2015,"Action, Thriller",6,26,163317,Action, Thriller,
259,The SpongeBob Movie: Sponge Out of Water,Par.,325.2,163,50.1,162.2,49.9,2015,"Animation, Adventure, Comedy",6,62,42838,Animation, Adventure, Comedy
260,Maze Runner: The Scorch Trials,Fox,312.3,81.7,26.2,230.6,73.8,2015,"Action, Sci-Fi, Thriller",6.3,43,198219,Action, Sci-Fi, Thriller
261,Pitch Perfect 2,Uni.,287.5,184.3,64.1,103.2,35.9,2015,"Comedy, Music",6.4,63,129090,Comedy, Music,
262,Paddington,W/Dim.,268,76.3,28.5,191.8,71.5,2015,"Adventure, Comedy, Family",7.2,77,82976,Adventure, Comedy, Family
263,The Peanuts Movie,Fox,246.2,130.2,52.9,116.1,47.1,2015,"Animation, Comedy, Drama",7.1,67,38807,Animation, Comedy, Drama
264,Pixels,Sony,244.9,78.7,32.2,166.1,67.8,2015,"Action, Comedy, Sci-Fi",5.6,27,118349,Action, Comedy, Sci-Fi
265,Daddy's Home,Par.,242.8,150.4,61.9,92.4,38.1,2015,Comedy,6.2,42,95327,Comedy,,
266,Spy,Fox,235.7,110.8,47,124.8,53,2015,"Action, Comedy, Crime",7,75,212085,Action, Comedy, Crime
267,Alvin & the Chipmunks: The Road Chip,Fox,234.8,85.9,36.6,148.9,63.4,2015,"Animation, Adventure, Comedy",5.1,33,14178,Animation, Adventure, Comedy
268,Ted 2,Uni.,216.7,81.5,37.6,135.2,62.4,2015,Comedy,6.3,48,163217,Comedy,,
269,Tomorrowl&,BV,209.2,93.4,44.7,115.7,55.3,2015,"Action, Adventure, Family",6.4,60,160077,Action, Adventure, Family
270,Straight Outta Compton,Uni.,201.6,161.2,79.9,40.4,20.1,2015,"Biography, Drama, History",7.9,72,163638,Biography, Drama, History
271,The Intern,WB,194.6,75.8,38.9,118.8,61.1,2015,"Comedy, Drama",7.1,51,189223,Comedy, Drama,
272,Jupiter Ascending,WB,184,47.4,25.8,136.6,74.2,2015,"Action, Adventure, Sci-Fi",5.3,40,164996,Action, Adventure, Sci-Fi
273,Creed,WB (NL),173.6,109.8,63.2,63.8,36.8,2015,"Drama, Sport",7.6,82,220325,Drama, Sport,
274,Fantastic Four,Fox,168,56.1,33.4,111.9,66.6,2015,"Action, Adventure, Drama",4.3,27,138592,Action, Adventure, Drama
275,Bridge of Spies,BV,165.5,72.3,43.7,93.2,56.3,2015,"Drama, History, Thriller",7.6,81,260129,Drama, History, Thriller
276,The Hateful Eight,Wein.,155.8,54.1,34.7,101.6,65.3,2015,"Crime, Drama, Mystery",7.8,68,425088,Crime, Drama, Mystery
277,Goosebumps,Sony,150.2,80.1,53.3,70.1,46.7,2015,"Adventure, Comedy, Family",6.3,60,71641,Adventure, Comedy, Family
278,The Last Witch Hunter,LG/S,146.9,27.4,18.6,119.6,81.4,2015,"Action, Adventure, Fantasy",6,34,84846,Action, Adventure, Fantasy
279,Trainwreck,Uni.,140.8,110.2,78.3,30.6,21.7,2015,"Comedy, Drama, Romance",6.2,75,120741,Comedy, Drama, Romance
280,The Big Short,Par.,133.4,70.3,52.7,63.2,47.3,2015,"Biography, Comedy, Drama",7.8,81,303932,Biography, Comedy, Drama
281,Pan,WB,128.4,35.1,27.3,93.3,72.7,2015,"Adventure, Comedy, Family",5.8,36,55360,Adventure, Comedy, Family
282,Magic Mike XXL,WB,122.5,66,53.9,56.5,46.1,2015,"Comedy, Drama, Music",5.6,60,48063,Comedy, Drama, Music
283,Get Hard,WB,111.8,90.4,80.9,21.4,19.1,2015,"Comedy, Crime",6,34,109808,Comedy, Crime,
284,Paul Blart: Mall Cop 2,Sony,107.6,71,66,36.6,34,2015,"Action, Comedy, Crime",4.4,13,30414,Action, Comedy, Crime
285,Sisters,Uni.,105,87,82.9,18,17.1,2015,Comedy,6,58,58291,Comedy,,
286,Vacation,WB (NL),104.9,58.9,56.1,46,43.9,2015,"Adventure, Comedy",6.1,34,86483,Adventure, Comedy,
287,Chappie,Sony,102.1,31.6,30.9,70.5,69.1,2015,"Action, Crime, Drama",6.8,41,211705,Action, Crime, Drama
288,Joy,Fox,101.1,56.5,55.8,44.7,44.2,2015,Drama,6.6,56,116751,Drama,,
289,Black Mass,WB,99.8,62.6,62.7,37.2,37.3,2015,"Biography, Crime, Drama",6.9,68,154548,Biography, Crime, Drama
290,The Visit,Uni.,98.5,65.2,66.2,33.2,33.8,2015,"Comedy, Horror, Mystery",6.2,55,100958,Comedy, Horror, Mystery
291,Spotlight,ORF,98.3,45.1,45.8,53.2,54.2,2015,"Crime, Drama",8.1,93,358678,Crime, Drama,
292,In the Heart of the Sea,WB,93.9,25,26.6,68.9,73.4,2015,"Action, Adventure, Biography",6.9,47,107205,Action, Adventure, Biography
293,Southpaw,Wein.,92,52.4,57,39.5,43,2015,"Drama, Sport",7.4,57,197768,Drama, Sport,
294,The Second Best Exotic Marigold Hotel,FoxS,86,33.1,38.5,52.9,61.5,2015,"Comedy, Drama",6.6,51,28639,Comedy, Drama,
295,Paper Towns,Fox,85.5,32,37.4,53.5,62.6,2015,"Comedy, Drama, Mystery",6.3,56,86745,Comedy, Drama, Mystery
296,Sicario,LGF,84.9,46.9,55.2,38,44.8,2015,"Action, Crime, Drama",7.6,82,323315,Action, Crime, Drama
297,The Wedding Ringer,SGem,79.8,64.5,80.8,15.3,19.2,2015,Comedy,6.7,35,66411,Comedy,,
298,Crimson Peak,Uni.,74.7,31.1,41.6,43.6,58.4,2015,"Drama, Fantasy, Horror",6.5,66,117955,Drama, Fantasy, Horror
299,Run All Night,WB,71.7,26.5,36.9,45.2,63.1,2015,"Action, Crime, Drama",6.6,59,93226,Action, Crime, Drama
300,War Room,TriS,67.8,67.8,100,,0,2015,Drama,6.4,26,11537,Drama,,
301,The Age of Adaline,LGF,65.7,42.6,64.9,23,35.1,2015,"Drama, Fantasy, Romance",7.2,51,137028,Drama, Fantasy, Romance
302,Unfriended,Uni.,64.1,32.5,50.7,31.6,49.3,2015,"Drama, Horror, Mystery",5.6,59,61145,Drama, Horror, Mystery
303,The Longest Ride,Fox,62.9,37.4,59.5,25.5,40.5,2015,"Drama, Romance",7.1,33,69477,Drama, Romance,
304,Brooklyn,FoxS,62.1,38.3,61.7,23.8,38.3,2015,"Drama, Romance",7.5,88,115620,Drama, Romance,
305,Woman in Gold,Wein.,61.6,33.3,54.1,28.3,45.9,2015,"Biography, Drama, History",7.3,51,47912,Biography, Drama, History
306,Krampus,Uni.,61.5,42.7,69.4,18.8,30.6,2015,"Comedy, Fantasy, Horror",6.2,49,54883,Comedy, Fantasy, Horror
307,The Perfect Guy,SGem,60.3,57,94.6,3.2,5.4,2015,"Drama, Thriller",5.6,36,8874,Drama, Thriller,
308,No Escape,Wein.,54.4,27.3,50.1,27.1,49.9,2015,"Action, Thriller",6.8,38,69416,Action, Thriller,
309,Sinister 2,Focus,52.9,27.7,52.5,25.1,47.5,2015,"Horror, Mystery, Thriller",5.3,32,40836,Horror, Mystery, Thriller
310,The Boy Next Door,Uni.,52.4,35.4,67.6,17,32.4,2015,"Drama, Horror, Romance",4.7,30,34428,Drama, Horror, Romance
311,The Night Before,Sony,52.4,43,82.2,9.3,17.8,2015,"Adventure, Comedy, Fantasy",6.4,58,57857,Adventure, Comedy, Fantasy
312,Hot Pursuit,WB (NL),51.7,34.6,66.9,17.1,33.1,2015,"Action, Comedy, Crime",5.1,31,44341,Action, Comedy, Crime
313,Entourage,WB,49.3,32.4,65.7,16.9,34.3,2015,Comedy,6.6,38,71013,Comedy,,
314,The Woman in Black 2: Angel of Death,Rela.,48.9,26.5,54.2,22.4,45.8,2015,"Drama, Horror, Thriller",4.9,42,24352,Drama, Horror, Thriller
315,"McFarl&, USA",BV,45.7,44.5,97.3,1.2,2.7,2015,"Biography, Drama, Sport",7.4,60,31332,Biography, Drama, Sport
316,Love the Coopers,LGF,42.4,26.3,62,16.1,38,2015,"Comedy, Fantasy, Romance",5.8,31,17884,Comedy, Fantasy, Romance
317,Ricki & the Flash,TriS,41.3,26.8,64.9,14.5,35.1,2015,"Comedy, Drama, Music",5.9,54,20734,Comedy, Drama, Music
318,The Lazarus Effect,Rela.,38.4,25.8,67.3,12.6,32.7,2015,"Horror, Mystery, Sci-Fi",5.2,31,37013,Horror, Mystery, Sci-Fi
319,A Walk in the Woods,BG,37.5,29.5,78.8,8,21.2,2015,"Adventure, Biography, Comedy",6.3,51,21771,Adventure, Biography, Comedy
320,Ex Machina,A24,36.9,25.4,69,11.4,31,2015,"Drama, Mystery, Sci-Fi",7.7,78,417681,Drama, Mystery, Sci-Fi
321,Transformers: Age of Extinction,Par.,1104.1,245.4,22.2,858.6,77.8,2014,"Action, Adventure, Sci-Fi",5.7,32,281077,Action, Adventure, Sci-Fi
322,The Hobbit: The Battle of the Five Armies,WB (NL),956,255.1,26.7,700.9,73.3,2014,"Adventure, Fantasy",7.4,59,433778,Adventure, Fantasy,
323,Guardians of the Galaxy,BV,773.3,333.2,43.1,440.2,56.9,2014,"Action, Adventure, Comedy",8.1,76,921329,Action, Adventure, Comedy
324,Maleficent,BV,758.5,241.4,31.8,517.1,68.2,2014,"Action, Adventure, Family",7,56,301538,Action, Adventure, Family
325,The Hunger Games: Mockingjay - Part 1,LGF,755.4,337.1,44.6,418.2,55.4,2014,"Action, Adventure, Sci-Fi",6.7,64,374507,Action, Adventure, Sci-Fi
326,X-Men: Days of Future Past,Fox,747.9,233.9,31.3,513.9,68.7,2014,"Action, Adventure, Sci-Fi",8,75,611558,Action, Adventure, Sci-Fi
327,Captain America: The Winter Soldier,BV,714.3,259.8,36.4,454.5,63.6,2014,"Action, Adventure, Sci-Fi",7.8,70,645914,Action, Adventure, Sci-Fi
328,Dawn of the Planet of the Apes,Fox,710.6,208.5,29.3,502.1,70.7,2014,"Action, Adventure, Drama",7.6,79,386559,Action, Adventure, Drama
329,The Amazing Spider-Man 2,Sony,709,202.9,28.6,506.1,71.4,2014,"Action, Adventure, Sci-Fi",6.6,53,383303,Action, Adventure, Sci-Fi
330,Interstellar,Par.,677.5,188,27.8,489.4,72.2,2014,"Adventure, Drama, Sci-Fi",8.6,74,1272163,Adventure, Drama, Sci-Fi
331,Big Hero 6,BV,657.8,222.5,33.8,435.3,66.2,2014,"Animation, Action, Adventure",7.8,74,364696,Animation, Action, Adventure
332,How to Train Your Dragon 2,Fox,621.5,177,28.5,444.5,71.5,2014,"Animation, Action, Adventure",7.8,76,272094,Animation, Action, Adventure
333,American Sniper,WB,547.4,350.1,64,197.3,36,2014,"Action, Biography, Drama",7.3,72,397605,Action, Biography, Drama
334,Rio 2,Fox,500.1,131.5,26.3,368.6,73.7,2014,"Animation, Adventure, Comedy",6.3,49,71248,Animation, Adventure, Comedy
335,Lucy,Uni.,463.4,126.7,27.3,336.7,72.7,2014,"Action, Sci-Fi, Thriller",6.4,61,398333,Action, Sci-Fi, Thriller
336,Penguins of Madagascar,Fox,373,83.4,22.3,289.7,77.7,2014,"Animation, Adventure, Comedy",6.7,53,71824,Animation, Adventure, Comedy
337,Edge of Tomorrow,WB,370.5,100.2,27,270.3,73,2014,"Action, Sci-Fi",7.9,71,539914,Action, Sci-Fi,
338,Gone Girl,Fox,369.3,167.8,45.4,201.6,54.6,2014,"Drama, Mystery, Thriller",8.1,79,750747,Drama, Mystery, Thriller
339,Night at the Museum: Secret of the Tomb,Fox,363.2,113.7,31.3,249.5,68.7,2014,"Adventure, Comedy, Family",6.2,47,91313,Adventure, Comedy, Family
340,Noah,Par.,362.6,101.2,27.9,261.4,72.1,2014,"Action, Adventure, Drama",5.8,68,227523,Action, Adventure, Drama
341,The Maze Runner,Fox,348.3,102.4,29.4,245.9,70.6,2014,"Action, Mystery, Sci-Fi",6.8,57,382888,Action, Mystery, Sci-Fi
342,22 Jump Street,Sony,331.3,191.7,57.9,139.6,42.1,2014,"Action, Comedy, Crime",7,71,315886,Action, Comedy, Crime
343,Divergent,LG/S,288.9,150.9,52.3,137.9,47.7,2014,"Action, Adventure, Mystery",6.7,48,396301,Action, Adventure, Mystery
344,Mr. Peabody & Sherman,Fox,275.7,111.5,40.4,164.2,59.6,2014,"Animation, Adventure, Comedy",6.8,59,56703,Animation, Adventure, Comedy
345,Neighbors,Uni.,270.7,150.2,55.5,120.5,44.5,2014,Comedy,6.3,68,263408,Comedy,,
346,Exodus: Gods & Kings,Fox,268.2,65,24.2,203.2,75.8,2014,"Action, Adventure, Drama",6,52,149735,Action, Adventure, Drama
347,Annabelle,WB (NL),257,84.3,32.8,172.8,67.2,2014,"Horror, Mystery, Thriller",5.4,37,119252,Horror, Mystery, Thriller
348,The Imitation Game,Wein.,233.6,91.1,39,142.4,61,2014,"Biography, Drama, Thriller",8,73,611408,Biography, Drama, Thriller
349,Non-Stop,Uni.,222.8,92.2,41.4,130.6,58.6,2014,"Action, Mystery, Thriller",7,56,232829,Action, Mystery, Thriller
350,Dracula Untold,Uni.,217.1,56.3,25.9,160.8,74.1,2014,"Action, Drama, Fantasy",6.3,40,163153,Action, Drama, Fantasy
351,The Expendables 3,LGF,214.7,39.3,18.3,175.3,81.7,2014,"Action, Adventure, Thriller",6.1,35,154613,Action, Adventure, Thriller
352,Into the Woods,BV,213.1,128,60.1,85.1,39.9,2014,"Adventure, Comedy, Drama",6,69,122487,Adventure, Comedy, Drama
353,Need for Speed,BV,203.3,43.6,21.4,159.7,78.6,2014,"Action, Crime, Thriller",6.5,39,153846,Action, Crime, Thriller
354,The Equalizer,Sony,192.3,101.5,52.8,90.8,47.2,2014,"Action, Crime, Thriller",7.2,57,297757,Action, Crime, Thriller
355,The Gr& Budapest Hotel,FoxS,174.8,59.3,33.9,115.5,66.1,2014,"Adventure, Comedy, Crime",8.1,88,625378,Adventure, Comedy, Crime
356,Dumb & Dumber To,Uni.,169.8,86.2,50.8,83.6,49.2,2014,"Adventure, Comedy",5.6,36,117335,Adventure, Comedy,
357,Unbroken,Uni.,163.4,115.6,70.8,47.8,29.2,2014,"Biography, Drama, Sport",7.2,59,128834,Biography, Drama, Sport
358,The Monuments Men,Sony,155,78,50.3,77,49.7,2014,"Comedy, Drama, History",6.1,52,116790,Comedy, Drama, History
359,Ride Along,Uni.,154.5,134.9,87.4,19.5,12.6,2014,"Action, Comedy, Crime",6.2,41,93379,Action, Comedy, Crime
360,Planes: Fire & Rescue,BV,151.4,59.2,39.1,92.2,60.9,2014,"Animation, Adventure, Comedy",6,48,15122,Animation, Adventure, Comedy
361,Let's Be Cops,Fox,138.2,82.4,59.6,55.8,40.4,2014,"Comedy, Crime",6.4,30,120872,Comedy, Crime,
362,Jack Ryan: Shadow Recruit,Par.,135.5,50.6,37.3,84.9,62.7,2014,"Action, Drama, Thriller",6.2,57,113860,Action, Drama, Thriller
363,Blended,WB,128,46.3,36.2,81.7,63.8,2014,"Comedy, Romance",6.5,31,105211,Comedy, Romance,
364,Sex Tape,Sony,126.1,38.5,30.6,87.5,69.4,2014,"Comedy, Romance",5.1,36,99583,Comedy, Romance,
365,The Theory of Everything,Focus,123.7,35.9,29,87.8,71,2014,"Biography, Drama, Romance",7.7,72,356090,Biography, Drama, Romance
366,The Nut Job,ORF,120.9,64.3,53.2,56.6,46.8,2014,"Animation, Adventure, Comedy",5.7,37,24362,Animation, Adventure, Comedy
367,The Purge: Anarchy,Uni.,111.9,72,64.3,40,35.7,2014,"Action, Horror, Sci-Fi",6.5,50,124830,Action, Horror, Sci-Fi
368,The Boxtrolls,Focus,109.3,50.8,46.5,58.4,53.5,2014,"Animation, Adventure, Comedy",6.8,61,50211,Animation, Adventure, Comedy
369,Horrible Bosses 2,WB,107.7,54.4,50.6,53.2,49.4,2014,"Comedy, Crime",6.3,40,142796,Comedy, Crime,
370,Ouija,Uni.,103.6,50.9,49.1,52.7,50.9,2014,"Horror, Mystery, Thriller",4.5,38,43512,Horror, Mystery, Thriller
371,"Alex&er & the Terrible, Horrible, No Good, Very Bad Day",BV,101.4,67,66,34.4,34,2014,"Comedy, Family",6.2,54,36771,Comedy, Family,
372,Tammy,WB (NL),100.5,84.5,84.1,16,15.9,2014,"Comedy, Romance",4.9,39,43914,Comedy, Romance,
373,Paranormal Activity: The Marked Ones,Par.,90.9,32.5,35.7,58.4,64.3,2014,"Horror, Mystery, Thriller",5,42,36802,Horror, Mystery, Thriller
374,The Hundred-Foot Journey,BV,88.9,54.2,61,34.6,39,2014,"Comedy, Drama",7.3,55,68630,Comedy, Drama,
375,John Wick,LG/S,88.8,43,48.5,45.7,51.5,2014,"Action, Crime, Thriller",7.3,68,423455,Action, Crime, Thriller
376,A Million Ways to Die in the West,Uni.,87.2,43.1,49.5,44.1,50.5,2014,"Comedy, Western",6.1,44,159217,Comedy, Western,
377,The Judge,WB,84.4,47.1,55.8,37.3,44.2,2014,"Crime, Drama",7.4,48,160925,Crime, Drama,
378,Muppets Most Wanted,BV,80.4,51.2,63.7,29.2,36.3,2014,"Adventure, Comedy, Crime",6.4,61,28749,Adventure, Comedy, Crime
379,If I Stay,WB (NL),78.9,50.5,64,28.4,36,2014,"Drama, Fantasy, Music",6.8,46,106397,Drama, Fantasy, Music
380,Think Like a Man Too,SGem,70.2,65.2,92.9,5,7.1,2014,"Comedy, Romance",5.8,38,18362,Comedy, Romance,
381,Son of God,Fox,67.8,59.7,88.1,8.1,11.9,2014,"Biography, Drama, History",5.8,37,17393,Biography, Drama, History
382,Jersey Boys,WB,67.7,47,69.5,20.6,30.5,2014,"Biography, Drama, Music",6.8,54,30147,Biography, Drama, Music
383,The Giver,Wein.,67,45.1,67.3,21.9,32.7,2014,"Drama, Romance, Sci-Fi",6.5,47,104045,Drama, Romance, Sci-Fi
384,Selma,Par.,66.8,52.1,78,14.7,22,2014,"Biography, Drama, History",7.5,88,76918,Biography, Drama, History
385,God's Not Dead,Free,64.7,60.8,94,3.9,6,2014,Drama,4.8,16,37699,Drama,,
386,Dolphin Tale 2,WB,57.8,42,72.7,15.8,27.3,2014,"Drama, Family",6.4,58,7457,Drama, Family,
387,St. Vincent,Wein.,54.8,44.1,80.5,10.7,19.5,2014,"Comedy, Drama",7.3,64,88802,Comedy, Drama,
388,A Walk Among the Tombstones,Uni.,53.2,26.3,49.5,26.9,50.5,2014,"Action, Crime, Drama",6.5,57,104175,Action, Crime, Drama
389,3 Days to Kill,Rela.,52.6,30.7,58.4,21.9,41.6,2014,"Action, Drama, Thriller",6.2,40,80973,Action, Drama, Thriller
390,Chef,ORF,46,31.4,68.4,14.5,31.6,2014,"Adventure, Comedy, Drama",7.3,68,171348,Adventure, Comedy, Drama
